GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
650226	3.70e-06	8.27e-07	1.187	4.928983	5.848287	6.95	LOC650226	ankyrin repeat domain containing 26 pseudogene
7130	3.70e-06	8.27e-07	0.571	4.928799	2.815755	118.57	TNFAIP6	TNF alpha induced protein 6
5033	3.71e-06	8.29e-07	0.385	-4.928428	-1.899282	1652.15	P4HA1	prolyl 4-hydroxylase subunit alpha 1
100506195	3.72e-06	8.30e-07	0.452	4.928133	2.226565	18.44	LARGE-AS1	LARGE antisense RNA 1
150	3.72e-06	8.30e-07	0.628	4.928086	3.095894	22.19	ADRA2A	adrenoceptor alpha 2A
254559	3.72e-06	8.32e-07	0.569	4.927795	2.802687	217.26	MIR9-3HG	MIR9-3 host gene
23042	3.73e-06	8.33e-07	0.21	-4.92747	-1.032884	1351.7	PDXDC1	pyridoxal dependent decarboxylase domain containing 1
91663	3.73e-06	8.33e-07	0.382	-4.927531	-1.882482	709.73	MYADM	myeloid associated differentiation marker
23384	3.73e-06	8.33e-07	0.199	-4.927468	-0.980455	1006.16	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like
255762	3.73e-06	8.34e-07	0.181	-4.927219	-0.892526	123.07	PDZD9	PDZ domain containing 9
6949	3.73e-06	8.35e-07	0.249	-4.927046	-1.224561	639.24	TCOF1	treacle ribosome biogenesis factor 1
100996702	3.74e-06	8.36e-07	0.495	4.92685	2.437297	14.81	LINC01356	long intergenic non-protein coding RNA 1356
399744	3.74e-06	8.37e-07	0.372	4.926492	1.831062	28.19	LINC00999	long intergenic non-protein coding RNA 999
101929580	3.75e-06	8.39e-07	0.304	4.926108	1.497069	33.54	GTF2IP23	general transcription factor IIi pseudogene 23
642976	3.75e-06	8.39e-07	0.509	4.92608	2.506735	14.56	GRIK1-AS1	GRIK1 antisense RNA 1
26807	3.78e-06	8.47e-07	0.312	-4.924247	-1.534071	10.94	SNORD43	small nucleolar RNA, C/D box 43
107986782	3.78e-06	8.47e-07	1.145	4.924196	5.636639	6.04	LOC107986782	uncharacterized LOC107986782
104797538	3.79e-06	8.48e-07	0.373	4.924087	1.835808	30.63	KCNMB2-AS1	KCNMB2 antisense RNA 1
105370756	3.80e-06	8.51e-07	0.485	4.923291	2.389121	15.82	LOC105370756	uncharacterized LOC105370756
107984247	3.81e-06	8.54e-07	0.233	4.92265	1.147508	171.52	LOC107984247	
4566	3.81e-06	8.54e-07	0.739	4.922574	3.635561	295.45	TRNK	tRNA-Lys
348013	3.83e-06	8.59e-07	0.391	4.921525	1.922024	46.26	TMEM255B	transmembrane protein 255B
10902	3.85e-06	8.62e-07	0.148	-4.920686	-0.726799	875.29	BRD8	bromodomain containing 8
400046	3.85e-06	8.63e-07	1.124	4.92065	5.531969	14.21	LINC02389	long intergenic non-protein coding RNA 2389
1528	3.86e-06	8.65e-07	0.178	-4.92008	-0.876729	270.93	CYB5A	cytochrome b5 type A
54661	3.86e-06	8.66e-07	0.489	4.919907	2.407398	74.41	PCDHB17P	protocadherin beta 17 pseudogene
85004	3.86e-06	8.66e-07	0.586	4.91984	2.881527	46.71	RERG	RAS like estrogen regulated growth inhibitor
114792	3.86e-06	8.67e-07	0.449	4.919688	2.206735	270.69	KLHL32	kelch like family member 32
56131	3.87e-06	8.67e-07	0.455	4.919608	2.236413	174.45	PCDHB4	protocadherin beta 4
26354	3.87e-06	8.69e-07	0.231	-4.919268	-1.13497	1050.86	GNL3	G protein nucleolar 3
80309	3.87e-06	8.69e-07	0.793	4.919167	3.901672	105.33	SPHKAP	SPHK1 interactor, AKAP domain containing
64386	3.87e-06	8.69e-07	0.38	4.919131	1.870733	58.81	MMP25	matrix metallopeptidase 25
6205	3.89e-06	8.74e-07	0.269	-4.918003	-1.321148	7495.63	RPS11	ribosomal protein S11
105375378	3.91e-06	8.78e-07	0.431	4.91712	2.119467	9.24	LOC105375378	uncharacterized LOC105375378
79568	3.92e-06	8.81e-07	0.162	-4.916614	-0.797087	166.59	MAIP1	matrix AAA peptidase interacting protein 1
54845	3.92e-06	8.81e-07	1.359	4.916527	6.679344	12.23	ESRP1	epithelial splicing regulatory protein 1
22929	3.94e-06	8.85e-07	0.249	-4.915612	-1.222373	666.32	SEPHS1	selenophosphate synthetase 1
101927055	3.94e-06	8.85e-07	0.662	4.915514	3.252276	7.6	LOC101927055	uncharacterized LOC101927055
105372027	3.94e-06	8.86e-07	1.243	4.915443	6.10873	10.59	LOC105372027	uncharacterized LOC105372027
105378067	3.94e-06	8.86e-07	0.68	4.915339	3.34245	8.69	LOC105378067	uncharacterized LOC105378067
863	3.94e-06	8.87e-07	0.664	4.91525	3.264926	24.52	CBFA2T3	CBFA2/RUNX1 partner transcriptional co-repressor 3
100189130	3.94e-06	8.87e-07	0.542	-4.91519	-2.661585	69.88	TRL-CAG2-1	tRNA-Leu (anticodon CAG) 2-1
993	3.95e-06	8.87e-07	0.416	-4.915084	-2.045715	210.48	CDC25A	cell division cycle 25A
5875	3.95e-06	8.88e-07	0.241	-4.915003	-1.186239	234.15	RABGGTA	Rab geranylgeranyltransferase subunit alpha
107987016	3.95e-06	8.88e-07	0.555	4.914879	2.72767	11.83	LOC107987016	uncharacterized LOC107987016
51076	3.95e-06	8.88e-07	0.216	-4.914871	-1.062355	158.59	CUTC	cutC copper transporter
55699	3.95e-06	8.90e-07	0.213	-4.914623	-1.045559	1306.2	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial
60528	3.96e-06	8.90e-07	0.177	-4.914453	-0.868951	819.7	ELAC2	elaC ribonuclease Z 2
101930746	3.96e-06	8.91e-07	0.815	4.914271	4.004473	8.27	LINC00945	long intergenic non-protein coding RNA 945
8785	3.97e-06	8.93e-07	0.94	4.913869	4.618178	12.72	MATN4	matrilin 4
23585	3.97e-06	8.95e-07	0.219	-4.913505	-1.074394	650.22	TMEM50A	transmembrane protein 50A
338596	3.98e-06	8.95e-07	0.548	4.913361	2.692468	42.11	ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6
4161	3.98e-06	8.96e-07	0.913	4.913099	4.486549	5.9	MC5R	melanocortin 5 receptor
522	3.98e-06	8.98e-07	0.176	-4.912831	-0.863579	416.99	ATP5PF	ATP synthase peripheral stalk subunit F6
5424	3.99e-06	8.98e-07	0.287	-4.912738	-1.408547	360.37	POLD1	DNA polymerase delta 1, catalytic subunit
105377997	3.99e-06	8.99e-07	1.309	4.912539	6.429489	10.37	LINC02536	long intergenic non-protein coding RNA 2536
100302739	3.99e-06	8.99e-07	0.327	-4.912476	-1.60404	229.85	PCNA-AS1	PCNA antisense RNA 1
646626	4.01e-06	9.03e-07	0.2	-4.911627	-0.984629	28.16	BCL10-AS1	BCL10 antisense RNA 1
105374639	4.01e-06	9.04e-07	0.708	4.911456	3.47708	18.36	LOC105374639	uncharacterized LOC105374639
7151	4.01e-06	9.04e-07	0.417	4.911364	2.047922	12.96	TOP1P1	DNA topoisomerase I pseudogene 1
107985861	4.01e-06	9.05e-07	1.178	4.911348	5.78724	6.73	LOC107985861	uncharacterized LOC107985861
101927331	4.01e-06	9.05e-07	0.939	4.911308	4.610471	6.04	LINC01831	long intergenic non-protein coding RNA 1831
102723605	4.01e-06	9.05e-07	1.05	4.91121	5.157188	7.09	LINC01445	long intergenic non-protein coding RNA 1445
23564	4.01e-06	9.05e-07	0.269	-4.911168	-1.322724	631.09	DDAH2	dimethylarginine dimethylaminohydrolase 2
6921	4.02e-06	9.07e-07	0.177	-4.910909	-0.86884	361.98	ELOC	elongin C
283899	4.03e-06	9.09e-07	0.209	-4.910311	-1.028202	320.05	INO80E	INO80 complex subunit E
729991	4.04e-06	9.11e-07	0.195	-4.9099	-0.955799	116.29	BORCS8	BLOC-1 related complex subunit 8
105372586	4.04e-06	9.12e-07	0.757	4.909773	3.715634	24.28	LOC105372586	uncharacterized LOC105372586
101927289	4.06e-06	9.16e-07	0.476	4.908781	2.336942	8.13	LINC01237	long intergenic non-protein coding RNA 1237
7293	4.08e-06	9.21e-07	0.45	4.907785	2.206398	16.64	TNFRSF4	TNF receptor superfamily member 4
401498	4.08e-06	9.21e-07	0.782	4.907732	3.836745	19.8	TMEM215	transmembrane protein 215
27097	4.08e-06	9.23e-07	0.159	-4.907365	-0.779373	413.91	TAF5L	TATA-box binding protein associated factor 5 like
54475	4.09e-06	9.25e-07	0.183	-4.906898	-0.89811	271.67	NLE1	notchless homolog 1
138881	4.11e-06	9.29e-07	0.827	4.906117	4.058919	8.68	OR1L8	olfactory receptor family 1 subfamily L member 8
223075	4.11e-06	9.30e-07	0.727	4.905967	3.568336	38.2	ITPRID1	ITPR interacting domain containing 1
1620	4.12e-06	9.31e-07	0.771	4.905764	3.782494	230.49	BRINP1	BMP/retinoic acid inducible neural specific 1
64421	4.12e-06	9.33e-07	0.187	-4.905291	-0.916505	416.21	DCLRE1C	DNA cross-link repair 1C
55250	4.14e-06	9.36e-07	0.185	-4.904556	-0.906267	1187.77	ELP2	elongator acetyltransferase complex subunit 2
6947	4.16e-06	9.41e-07	1.002	4.903677	4.912307	7.83	TCN1	transcobalamin 1
3213	4.16e-06	9.41e-07	0.688	4.903518	3.375002	230.55	HOXB3	homeobox B3
100506691	4.17e-06	9.43e-07	0.44	-4.90321	-2.155235	16.39	LINC02985	long intergenic non-protein coding RNA 2985
25904	4.17e-06	9.43e-07	0.168	-4.903079	-0.823713	481.41	CNOT10	CCR4-NOT transcription complex subunit 10
4837	4.17e-06	9.44e-07	0.683	4.902881	3.346694	1251.5	NNMT	nicotinamide N-methyltransferase
441061	4.18e-06	9.46e-07	1.053	4.902648	5.160693	5.85	MARCHF11	membrane associated ring-CH-type finger 11
2671	4.20e-06	9.51e-07	0.197	-4.901548	-0.966776	245.64	GFER	growth factor, augmenter of liver regeneration
100506725	4.20e-06	9.52e-07	0.571	4.901346	2.800033	71.13	LINC03013	long intergenic non-protein coding RNA 3013
25847	4.21e-06	9.53e-07	0.211	-4.901134	-1.034592	580.38	ANAPC13	anaphase promoting complex subunit 13
404744	4.21e-06	9.54e-07	0.888	4.900816	4.350798	16.69	NPSR1-AS1	NPSR1 antisense RNA 1
100131089	4.22e-06	9.56e-07	0.252	4.900467	1.234841	70.63	SRP14-DT	SRP14 divergent transcript
152503	4.23e-06	9.58e-07	0.291	-4.900038	-1.425756	1057.21	SH3D19	SH3 domain containing 19
100134868	4.23e-06	9.59e-07	0.338	4.899861	1.656409	164.24	LOC100134868	uncharacterized LOC100134868
80078	4.23e-06	9.60e-07	0.953	4.899655	4.668391	6.88	LCAL1	lung cancer associated lncRNA 1
6344	4.24e-06	9.62e-07	0.771	4.899337	3.77893	30.62	SCTR	secretin receptor
79089	4.24e-06	9.62e-07	0.183	-4.899158	-0.896971	393.92	TMUB2	transmembrane and ubiquitin like domain containing 2
9787	4.26e-06	9.65e-07	0.466	-4.898593	-2.284508	511.37	DLGAP5	DLG associated protein 5
9585	4.27e-06	9.68e-07	0.274	-4.897984	-1.341042	500.14	KIF20B	kinesin family member 20B
116150	4.27e-06	9.69e-07	0.197	4.897784	0.96694	542.66	NUS1	NUS1 dehydrodolichyl diphosphate synthase subunit
6598	4.30e-06	9.75e-07	0.227	-4.896626	-1.110867	737.54	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
282973	4.31e-06	9.78e-07	0.486	4.896009	2.381043	80.12	JAKMIP3	Janus kinase and microtubule interacting protein 3
7108	4.32e-06	9.81e-07	0.363	-4.895393	-1.777151	404.98	TM7SF2	transmembrane 7 superfamily member 2
286410	4.33e-06	9.83e-07	0.245	-4.895043	-1.197042	630.23	ATP11C	ATPase phospholipid transporting 11C
11218	4.35e-06	9.88e-07	0.199	-4.894075	-0.976003	443.97	DDX20	DEAD-box helicase 20
678655	4.36e-06	9.90e-07	0.281	4.893551	1.372809	99.09	CD27-AS1	CD27 antisense RNA 1
3312	4.37e-06	9.93e-07	0.212	-4.892966	-1.03932	23545.42	HSPA8	heat shock protein family A (Hsp70) member 8
101928154	4.38e-06	9.95e-07	1.037	4.892547	5.07411	7.04	LINC01485	long intergenic non-protein coding RNA 1485
101929700	4.39e-06	9.97e-07	1.288	4.892243	6.301801	12.19	LINC01794	long intergenic non-protein coding RNA 1794
4247	4.39e-06	9.97e-07	0.37	-4.892211	-1.808493	928.66	MGAT2	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
25999	4.41e-06	1.00e-06	0.281	4.891075	1.373617	986.84	CLIP3	CAP-Gly domain containing linker protein 3
100505746	4.42e-06	1.00e-06	0.521	4.890817	2.545882	19.49	ITGB2-AS1	ITGB2 antisense RNA 1
5423	4.42e-06	1.01e-06	0.146	-4.890598	-0.711724	246.14	POLB	DNA polymerase beta
107985492	4.43e-06	1.01e-06	0.715	4.890333	3.497265	33.1	LOC107985492	uncharacterized LOC107985492
23105	4.43e-06	1.01e-06	0.773	4.890041	3.779673	124.5	FSTL4	follistatin like 4
107984257	4.44e-06	1.01e-06	0.575	4.889773	2.813508	23.59	LOC107984257	uncharacterized LOC107984257
55589	4.44e-06	1.01e-06	0.281	4.88966	1.375939	1727.82	BMP2K	BMP2 inducible kinase
246778	4.44e-06	1.01e-06	1.024	4.889596	5.006895	5.03	IL27	interleukin 27
23415	4.44e-06	1.01e-06	0.602	4.88953	2.944277	20.38	KCNH4	potassium voltage-gated channel subfamily H member 4
346288	4.45e-06	1.01e-06	1.212	4.889261	5.924907	9.4	SEPTIN14	septin 14
107985957	4.46e-06	1.02e-06	0.387	4.888584	1.892183	71.58	LOC107985957	uncharacterized LOC107985957
2303	4.47e-06	1.02e-06	0.667	-4.887955	-3.259989	19.07	FOXC2	forkhead box C2
107984540	4.48e-06	1.02e-06	0.578	4.887573	2.825914	21.22	CACNA1C-IT1	CACNA1C intronic transcript 1
554279	4.51e-06	1.03e-06	0.595	4.886462	2.906116	8.58	LINC00862	long intergenic non-protein coding RNA 862
57461	4.51e-06	1.03e-06	0.147	-4.886431	-0.716207	260.13	ISY1	ISY1 splicing factor homolog
57862	4.52e-06	1.03e-06	0.179	-4.88563	-0.874603	762.59	ZNF410	zinc finger protein 410
83468	4.52e-06	1.03e-06	0.543	-4.885566	-2.651069	137.31	GLT8D2	glycosyltransferase 8 domain containing 2
9413	4.53e-06	1.03e-06	0.553	4.885115	2.700038	214.4	ENTREP1	endosomal transmembrane epsin interactor 1
3976	4.55e-06	1.04e-06	0.609	-4.884406	-2.972742	395.73	LIF	LIF interleukin 6 family cytokine
102724642	4.55e-06	1.04e-06	0.172	-4.884296	-0.83942	60.06	LOC102724642	anaphase-promoting complex subunit 1-like
8815	4.56e-06	1.04e-06	0.208	-4.883758	-1.017616	269.58	BANF1	BAF nuclear assembly factor 1
64374	4.59e-06	1.05e-06	0.286	-4.882412	-1.393936	565.78	SIL1	SIL1 nucleotide exchange factor
79091	4.59e-06	1.05e-06	0.194	-4.882476	-0.94846	210.97	METTL22	methyltransferase 22, Kin17 lysine
55135	4.59e-06	1.05e-06	0.216	-4.882424	-1.053722	154.55	WRAP53	WD repeat containing antisense to TP53
108783654	4.59e-06	1.05e-06	0.195	-4.882432	-0.953949	116.23	HSD17B1-AS1	HSD17B1 antisense RNA 1
219855	4.59e-06	1.05e-06	0.439	4.88236	2.145794	230.2	SLC37A2	solute carrier family 37 member 2
9424	4.62e-06	1.06e-06	0.537	-4.881049	-2.621222	149.5	KCNK6	potassium two pore domain channel subfamily K member 6
81551	4.62e-06	1.06e-06	0.606	4.880885	2.956485	320.53	STMN4	stathmin 4
284339	4.62e-06	1.06e-06	0.505	4.880857	2.464831	87.73	TMEM145	transmembrane protein 145
2706	4.63e-06	1.06e-06	0.738	4.880699	3.603264	105.73	GJB2	gap junction protein beta 2
100874365	4.63e-06	1.06e-06	1.044	4.88063	5.096042	5.45	HOXC-AS3	HOXC cluster antisense RNA 3
440533	4.65e-06	1.06e-06	1.11	4.879764	5.417448	5.2	PSG8	pregnancy specific beta-1-glycoprotein 8
6428	4.65e-06	1.06e-06	0.215	-4.879641	-1.050296	2618.8	SRSF3	serine and arginine rich splicing factor 3
105378335	4.65e-06	1.06e-06	1.244	4.879671	6.068986	7.93	LOC105378335	uncharacterized LOC105378335
106635684	4.65e-06	1.06e-06	0.29	-4.879551	-1.415988	139.19	SNORD141B	small nucleolar RNA, C/D box 141B
3190	4.65e-06	1.06e-06	0.206	-4.879582	-1.006235	6406.61	HNRNPK	heterogeneous nuclear ribonucleoprotein K
2762	4.66e-06	1.07e-06	0.275	-4.878972	-1.343183	181.69	GMDS	GDP-mannose 4,6-dehydratase
100653133	4.68e-06	1.07e-06	0.98	4.878114	4.779472	11.24	LOC100653133	golgin subfamily A member 6-like protein 1
101928134	4.69e-06	1.07e-06	0.934	4.877869	4.554101	8.87	RYR3-DT	RYR3 divergent transcript
1603	4.69e-06	1.07e-06	0.292	-4.877717	-1.422548	1051.89	DAD1	defender against cell death 1
7534	4.70e-06	1.07e-06	0.196	-4.877438	-0.955156	7240.81	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
3698	4.70e-06	1.08e-06	0.517	4.877042	2.52255	68.2	ITIH2	inter-alpha-trypsin inhibitor heavy chain 2
5720	4.72e-06	1.08e-06	0.263	-4.876554	-1.281214	720.6	PSME1	proteasome activator subunit 1
51008	4.72e-06	1.08e-06	0.186	-4.876416	-0.905195	487.95	ASCC1	activating signal cointegrator 1 complex subunit 1
55374	4.74e-06	1.09e-06	0.15	-4.875496	-0.730754	264.44	TMCO6	transmembrane and coiled-coil domains 6
93	4.74e-06	1.09e-06	0.362	-4.875366	-1.763464	819.66	ACVR2B	activin A receptor type 2B
11025	4.75e-06	1.09e-06	0.435	4.875031	2.120254	78.44	LILRB3	leukocyte immunoglobulin like receptor B3
27352	4.77e-06	1.09e-06	0.214	-4.874313	-1.044531	527.95	SGSM3	small G protein signaling modulator 3
1551	4.78e-06	1.10e-06	0.361	4.873522	1.759549	13.7	CYP3A7	cytochrome P450 family 3 subfamily A member 7
356	4.79e-06	1.10e-06	1.143	4.873362	5.572263	5.79	FASLG	Fas ligand
10137	4.81e-06	1.10e-06	0.232	-4.872334	-1.132594	1679.18	RBM12	RNA binding motif protein 12
254531	4.81e-06	1.10e-06	0.268	-4.872178	-1.306674	169.05	LPCAT4	lysophosphatidylcholine acyltransferase 4
105375490	4.82e-06	1.10e-06	1.141	4.872107	5.560811	7.42	LOC105375490	uncharacterized LOC105375490
3754	4.83e-06	1.11e-06	0.619	4.871399	3.015098	271.4	KCNF1	potassium voltage-gated channel modifier subfamily F member 1
101928669	4.83e-06	1.11e-06	0.421	4.871236	2.050527	73.58	LOC101928669	uncharacterized LOC101928669
105371120	4.85e-06	1.11e-06	1.221	4.870746	5.948254	9.56	LOC105371120	uncharacterized LOC105371120
139378	4.86e-06	1.12e-06	1.47	4.870066	7.158999	17.06	ADGRG4	adhesion G protein-coupled receptor G4
83695	4.86e-06	1.12e-06	0.234	-4.870033	-1.137173	358.85	RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1
1232	4.86e-06	1.12e-06	1.185	4.869877	5.772143	6.81	CCR3	C-C motif chemokine receptor 3
116843	4.86e-06	1.12e-06	0.311	4.86985	1.515546	466.3	SLC18B1	solute carrier family 18 member B1
105369877	4.86e-06	1.12e-06	1.142	4.869901	5.562913	7.2	LOC105369877	uncharacterized LOC105369877
407019	4.88e-06	1.12e-06	0.339	-4.86928	-1.651912	7.01	MIR27B	microRNA 27b
8562	4.88e-06	1.12e-06	0.181	-4.869253	-0.880125	806.24	DENR	density regulated re-initiation and release factor
105378345	4.88e-06	1.12e-06	1.099	4.868937	5.352606	8.12	LOC105378345	uncharacterized LOC105378345
102724832	4.89e-06	1.12e-06	0.296	4.868761	1.443337	37.38	ANKRD17-DT	ANKRD17 divergent transcript
107984679	4.89e-06	1.12e-06	0.564	4.868452	2.747828	10.95	LOC107984679	
1737	4.91e-06	1.13e-06	0.2	-4.86766	-0.971106	647.7	DLAT	dihydrolipoamide S-acetyltransferase
55766	4.94e-06	1.14e-06	0.413	-4.866631	-2.011403	203.3	H2AJ	H2A.J histone
155006	4.94e-06	1.14e-06	1.113	4.866472	5.415417	8.55	TMEM213	transmembrane protein 213
767579	4.96e-06	1.14e-06	0.513	-4.865782	-2.494711	23.44	SNORD114-3	small nucleolar RNA, C/D box 114-3
84101	4.96e-06	1.14e-06	0.629	-4.865724	-3.059525	69.54	USP44	ubiquitin specific peptidase 44
154092	4.97e-06	1.14e-06	0.965	4.865217	4.694381	11	LINC01010	long intergenic non-protein coding RNA 1010
147920	4.98e-06	1.15e-06	0.751	4.864737	3.654864	44.66	IGFL2	IGF like family member 2
100505624	4.98e-06	1.15e-06	0.204	-4.864573	-0.994681	85.52	GTF3C2-AS1	GTF3C2 antisense RNA 1
80765	4.99e-06	1.15e-06	0.323	4.86427	1.569841	45.91	STARD5	StAR related lipid transfer domain containing 5
2899	5.01e-06	1.15e-06	0.732	4.863687	3.562201	2534.74	GRIK3	glutamate ionotropic receptor kainate type subunit 3
388112	5.04e-06	1.16e-06	0.7	4.862441	3.401924	9.43	NANOGP8	Nanog homeobox retrogene P8
111822955	5.05e-06	1.16e-06	0.167	-4.861879	-0.811187	131.12	ATRIP-TREX1	ATRIP-TREX1 readthrough
101928438	5.06e-06	1.16e-06	0.459	4.861503	2.232127	20.24	LOC101928438	uncharacterized LOC101928438
8516	5.06e-06	1.17e-06	0.621	-4.861368	-3.020302	237.8	ITGA8	integrin subunit alpha 8
255480	5.10e-06	1.17e-06	1.271	4.859951	6.178287	14.14	TBX5-AS1	TBX5 antisense RNA 1
101928849	5.10e-06	1.17e-06	1.246	4.859887	6.055869	10.21	LOC101928849	uncharacterized LOC101928849
9671	5.10e-06	1.18e-06	0.859	4.859656	4.174049	75.24	WSCD2	WSC domain containing 2
55280	5.11e-06	1.18e-06	0.176	-4.859464	-0.855648	312.43	CWF19L1	CWF19 like cell cycle control factor 1
6222	5.11e-06	1.18e-06	0.276	-4.859288	-1.342635	6677.9	RPS18	ribosomal protein S18
6183	5.11e-06	1.18e-06	0.243	-4.859314	-1.179656	181.83	MRPS12	mitochondrial ribosomal protein S12
246	5.12e-06	1.18e-06	1.229	4.858952	5.970984	9.68	ALOX15	arachidonate 15-lipoxygenase
102724227	5.12e-06	1.18e-06	1.401	4.858792	6.808743	13.36	LOC102724227	uncharacterized LOC102724227
285848	5.13e-06	1.18e-06	0.95	4.858384	4.61521	19.3	PNPLA1	patatin like phospholipase domain containing 1
105378598	5.14e-06	1.18e-06	1.193	4.858131	5.797119	6.74	LOC105378598	uncharacterized LOC105378598
24145	5.16e-06	1.19e-06	0.21	-4.857103	-1.017883	1090.47	PANX1	pannexin 1
100189385	5.17e-06	1.19e-06	0.615	-4.856807	-2.984642	11.32	TRE-CTC1-3	tRNA-Glu (anticodon CTC) 1-3
105373171	5.17e-06	1.19e-06	0.501	4.856806	2.433198	18.52	LOC105373171	uncharacterized LOC105373171
105378979	5.17e-06	1.19e-06	0.971	4.856541	4.715879	13.65	LOC105378979	growth/differentiation factor 3
12	5.18e-06	1.20e-06	0.879	4.856455	4.266716	15189.57	SERPINA3	serpin family A member 3
2713	5.18e-06	1.20e-06	0.371	4.85617	1.803735	21.46	GK3	glycerol kinase 3
9923	5.18e-06	1.20e-06	0.161	-4.856086	-0.783867	910.47	ZBTB40	zinc finger and BTB domain containing 40
122786	5.20e-06	1.20e-06	0.353	-4.855519	-1.71343	884.95	FRMD6	FERM domain containing 6
8942	5.21e-06	1.20e-06	0.541	4.855149	2.628884	213.33	KYNU	kynureninase
8655	5.21e-06	1.20e-06	0.229	-4.854985	-1.113864	1341.85	DYNLL1	dynein light chain LC8-type 1
23613	5.21e-06	1.20e-06	0.208	-4.854993	-1.008642	1420.42	ZMYND8	zinc finger MYND-type containing 8
266629	5.21e-06	1.20e-06	1.235	4.854951	5.994795	9.84	SEC14L3	SEC14 like lipid binding 3
10130	5.22e-06	1.21e-06	0.259	-4.85439	-1.259001	2872.32	PDIA6	protein disulfide isomerase family A member 6
5349	5.23e-06	1.21e-06	0.668	4.854073	3.242118	16.66	FXYD3	FXYD domain containing ion transport regulator 3
11080	5.24e-06	1.21e-06	0.298	-4.853658	-1.446923	611.61	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4
57818	5.24e-06	1.21e-06	0.651	4.853652	3.159875	12.33	G6PC2	glucose-6-phosphatase catalytic subunit 2
349149	5.25e-06	1.21e-06	0.456	4.853213	2.213858	8.82	GJC3	gap junction protein gamma 3
283643	5.25e-06	1.22e-06	0.296	-4.853044	-1.435582	85.81	TEDC1	tubulin epsilon and delta complex 1
57106	5.25e-06	1.22e-06	0.281	-4.85299	-1.361908	223.19	NAT14	N-acetyltransferase 14 (putative)
105370421	5.25e-06	1.22e-06	1.154	4.852957	5.600438	14.69	LOC105370421	uncharacterized LOC105370421
3512	5.26e-06	1.22e-06	0.999	4.852847	4.846911	18.44	JCHAIN	joining chain of multimeric IgA and IgM
137075	5.26e-06	1.22e-06	0.631	4.852547	3.060083	27.49	CLDN23	claudin 23
10740	5.27e-06	1.22e-06	0.67	4.852226	3.252335	141.9	RFPL1S	RFPL1 antisense RNA 1
101928696	5.28e-06	1.22e-06	0.8	4.851995	3.880632	10.73	RABGAP1L-AS1	RABGAP1L antisense RNA 1
10093	5.30e-06	1.23e-06	0.265	-4.851225	-1.28473	1368.38	ARPC4	actin related protein 2/3 complex subunit 4
4674	5.30e-06	1.23e-06	0.571	4.850985	2.769634	177.1	NAP1L2	nucleosome assembly protein 1 like 2
